title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
Playing Beatie Bow,movie,"Family, Fantasy, Mystery",1986,tt0091766,5.7,382
Twin Sisters,movie,"Drama, Romance, War",2002,tt0322674,7.4,7466
R-Point,movie,"Action, Horror, War",2004,tt0417072,6.2,6077
Death Note: The Last Name,movie,"Adventure, Crime, Drama",2006,tt0810827,7.1,18155
Mobile Suit Gundam: Char's Counterattack,movie,"Action, Animation, Drama",1988,tt0095262,7.2,2366
Baby Boy,movie,"Crime, Drama, Romance",2001,tt0255819,6.5,17577
Diary of a Mad Black Woman,movie,"Comedy, Drama, Romance",2005,tt0422093,5.7,16513
My Neighbors the Yamadas,movie,"Animation, Comedy, Family",1999,tt0206013,7.1,16986
Whatever It Takes,movie,"Comedy, Drama, Romance",2000,tt0202402,5.5,12640
God of Gamblers,movie,"Action, Adventure, Comedy",1989,tt0097244,7.2,6863
The Blue Elephant,movie,"Adventure, Animation, Family",2006,tt0815890,5.7,1425
Jackass 3D,movie,"Action, Comedy, Documentary",2010,tt1116184,7,69910
Coming Soon,movie,"Horror, Thriller",2008,tt1307057,6,3352
Serenity,movie,"Action, Adventure, Sci-Fi",2005,tt0379786,7.8,310888
Luck by Chance,movie,Drama,2009,tt0886539,7.1,11431
Billu,movie,"Comedy, Drama",2009,tt1230448,6.4,14220
Ong Bak 2,movie,Action,2008,tt0785035,6.2,32572
Tear This Heart Out,movie,Drama,2008,tt1130981,7.4,2937
Daleks' Invasion Earth 2150 A.D.,movie,"Adventure, Drama, Sci-Fi",1966,tt0060278,5.9,4788
Hobson's Choice,movie,"Comedy, Drama, Romance",1954,tt0047094,7.7,9501
Initial D,movie,"Action, Comedy, Drama",2005,tt0439630,6.3,10191
Spitfire,movie,"Adventure, Biography, Drama",1942,tt0034734,7,2236
Woman Is the Future of Man,movie,Drama,2004,tt0403692,6.4,1987
Zach Galifianakis: Live at the Purple Onion,movie,"Comedy, Documentary",2006,tt0804558,7.2,4288
I-4: Loufa & Apallagi,movie,Comedy,2008,tt1170402,5.5,2278
Gympl,movie,"Comedy, Crime, Drama",2007,tt0471725,6.3,1215
Mumbai Meri Jaan,movie,Drama,2008,tt1266583,7.7,6676
"I Love You, Man",movie,"Comedy, Romance",2009,tt1155056,7,221934
Daddy's Little Girls,movie,"Drama, Romance",2007,tt0778661,5.9,8639
Astro Boy,movie,"Action, Adventure, Animation",2009,tt0375568,6.2,41552
Attack the Gas Station,movie,"Comedy, Crime",1999,tt0262246,6.9,4652
La Bamba,movie,"Biography, Drama, Music",1987,tt0093378,7,38116
Life or Something Like It,movie,"Comedy, Romance",2002,tt0282687,5.8,32093
Protégé,movie,"Crime, Drama, Thriller",2007,tt0841150,7.2,5967
My Brilliant Career,movie,"Biography, Drama, Romance",1979,tt0079596,7.1,5075
All About Lily Chou-Chou,movie,"Crime, Drama, Music",2001,tt0297721,7.5,12762
Muay Thai Fighter,movie,"Action, Drama, Thriller",2007,tt1090782,6.2,802
A Movie of Eggs,movie,"Animation, Comedy, Family",2005,tt0824696,6.5,1554
Doomsday: The Sinking of Japan,movie,"Adventure, Drama, Sci-Fi",2006,tt0473064,5.6,1580
Bingo,movie,"Adventure, Comedy, Family",1991,tt0101455,5,3244
Golden Oldies,movie,Comedy,2008,tt0831904,5.2,478
Love & Dance,movie,"Drama, Music, Romance",2006,tt0814197,6.9,313
Kiki's Delivery Service,movie,"Animation, Family, Fantasy",1989,tt0097814,7.8,178097
Inglourious Basterds,movie,"Adventure, Drama, War",2009,tt0361748,8.4,1688498
Drag Me to Hell,movie,Horror,2009,tt1127180,6.6,224706
The Wog Boy,movie,Comedy,2000,tt0216417,5.8,2374
The Guard Post,movie,"Horror, Mystery, Thriller",2008,tt1064953,5.8,1949
Blue Murder at St. Trinian's,movie,Comedy,1957,tt0051423,6.4,1476
Naruto the Movie: Ninja Clash in the Land of Snow,movie,"Action, Adventure, Animation",2004,tt0476680,6.6,8763
Naruto the Movie 2: Legend of the Stone of Gelel,movie,"Adventure, Animation, Comedy",2005,tt0791188,6.4,5604
The Colditz Story,movie,"Drama, History, War",1955,tt0047945,6.9,3259
The Cruel Sea,movie,"Drama, War",1953,tt0045659,7.4,5795
A Boyfriend for My Wife,movie,"Comedy, Romance",2008,tt1280534,6.7,3933
Last Holiday,movie,"Comedy, Drama, Romance",1950,tt0042665,7.3,2259
Accumulator 1,movie,"Comedy, Fantasy, Romance",1994,tt0109071,7,1667
The Efficiency Expert,movie,"Comedy, Drama",1991,tt0102969,6.2,2408
Observe and Report,movie,"Action, Comedy, Crime",2009,tt1197628,5.8,66569
17 Again,movie,"Comedy, Drama, Fantasy",2009,tt0974661,6.4,225173
Everlasting Moments,movie,"Drama, History",2008,tt0961066,7.5,6070
Att angöra en brygga,movie,"Comedy, Drama, Romance",1965,tt0058926,6.7,2817
Bleach the Movie: The DiamondDust Rebellion,movie,"Action, Animation, Thriller",2007,tt1148261,7,3807
Kung Fu Dunk,movie,"Action, Comedy, Sport",2008,tt0848538,4.8,3841
Shutter,movie,"Horror, Mystery, Thriller",2004,tt0440803,7,51590
Crossroads,movie,"Comedy, Drama, Romance",2002,tt0275022,3.9,46173
"Bleach: Fade to Black, I Call Your Name",movie,"Action, Animation, Drama",2008,tt1339302,7.1,2996
S.O.S. - Swedes at Sea,movie,"Comedy, Family",1988,tt0096022,6.2,5735
Eye for an Eye,movie,"Crime, Drama, Thriller",1996,tt0116260,6.2,21413
Why Did I Get Married?,movie,"Comedy, Drama, Romance",2007,tt0906108,5.9,14416
Summer Days with Coo,movie,"Adventure, Animation, Comedy",2007,tt1179773,7.4,2284
Obsessed,movie,"Drama, Romance, Thriller",2009,tt1198138,5,35297
Fighting,movie,"Action, Crime, Drama",2009,tt1082601,5.6,34769
My Name Ain't Johnny,movie,"Biography, Crime, Drama",2008,tt1092016,7.2,8399
Last Holiday,movie,"Comedy, Drama, Romance",2006,tt0408985,6.6,40447
Don,movie,"Action, Crime, Thriller",2006,tt0461936,7.2,42625
Rooster Cogburn,movie,"Adventure, Drama, Western",1975,tt0073636,6.8,13853
The Adventures of Tintin,movie,"Action, Adventure, Animation",2011,tt0983193,7.3,249547
Naruto Shippuden: The Movie - Bonds,movie,"Action, Animation, Fantasy",2008,tt1160524,6.8,5775
Rough Cut,movie,"Action, Crime, Drama",2008,tt1345734,7,3090
Year One,movie,Comedy,2009,tt1045778,4.9,106660
Chouchou,movie,Comedy,2003,tt0328955,4.7,2499
Derailed,movie,"Action, Thriller",2002,tt0298296,3.9,8863
Stormforce,movie,"Action, Adventure, Drama",2006,tt0480854,6,911
A Frozen Flower,movie,"Drama, History, Romance",2008,tt1155053,7.1,5474
Dance with Me,movie,"Drama, Music, Romance",1998,tt0120576,5.9,7084
Fired Up!,movie,"Comedy, Sport",2009,tt1083456,6.1,46966
Hush,movie,"Drama, Thriller",1998,tt0118744,5.5,14037
After Life,movie,"Drama, Fantasy",1998,tt0165078,7.6,14823
Svensson Svensson - Filmen,movie,Comedy,1997,tt0120253,5.4,1633
Gossip,movie,"Drama, Mystery, Thriller",2000,tt0176783,5.9,18039
Beast Stalker,movie,"Action, Thriller",2008,tt1330525,6.8,2473
Izzat,movie,"Action, Crime, Thriller",2005,tt0469443,6.3,2334
The Elementary School,movie,"Adventure, Comedy, Drama",1991,tt0102571,7.7,3378
Repmånad eller Hur man gör pojkar av män,movie,Comedy,1979,tt0079794,6.5,4297
An Inspector Calls,movie,"Crime, Drama, Mystery",1954,tt0047119,7.5,5727
The Twilight Saga: New Moon,movie,"Adventure, Drama, Fantasy",2009,tt1259571,4.8,311451
Frozen Land,movie,Drama,2005,tt0388318,7.4,6592
Les rois mages,movie,"Comedy, Fantasy",2001,tt0286009,5.6,2545
Painted Fire,movie,"Biography, Drama, History",2002,tt0317234,7.1,2876
A Better Tomorrow II,movie,"Action, Crime, Drama",1987,tt0094357,7.2,11854
Days of Being Wild,movie,"Crime, Drama, Romance",1990,tt0101258,7.4,27182
The Young Victoria,movie,"Biography, Drama, History",2009,tt0962736,7.2,68239
Happy Together,movie,"Drama, Romance",1997,tt0118845,7.7,36418
The Cremator,movie,"Comedy, Crime, Drama",1969,tt0063633,8,11951
My Tutor Friend,movie,"Action, Comedy, Romance",2003,tt0348591,6.5,2593
Too Beautiful to Lie,movie,"Comedy, Romance",2004,tt0390042,7,1997
The Family Way,movie,"Comedy, Drama, Romance",1966,tt0060395,7.3,1999
My Girlfriend Is an Agent,movie,"Action, Comedy, Romance",2009,tt1432078,6.3,2544
200 Pounds Beauty,movie,"Comedy, Drama, Music",2006,tt0940642,6.7,9133
Scandal Makers,movie,"Comedy, Drama, Music",2008,tt1360795,7.2,4514
Forever the Moment,movie,"Biography, Drama, Sport",2008,tt1232162,6.4,449
Castaway on the Moon,movie,"Comedy, Drama, Romance",2009,tt1499666,8,20414
Lovers of 6 Years,movie,Romance,2008,tt1233458,5.8,330
My Girl,movie,"Comedy, Romance",2003,tt0399040,7.9,2471
The Taking of Pelham 123,movie,"Action, Crime, Thriller",2009,tt1111422,6.4,213158
Neon Genesis Evangelion: The End of Evangelion,movie,"Action, Animation, Drama",1997,tt0169858,8.1,70971
Gamer,movie,"Action, Sci-Fi, Thriller",2009,tt1034032,5.7,142029
Caterina in the Big City,movie,"Comedy, Drama",2003,tt0366287,6.8,3245
Miracle of Giving Fool,movie,"Comedy, Romance",2008,tt1233461,7.3,1638
Failan,movie,"Drama, Romance",2001,tt0289181,7.5,6425
Last Hero in China,movie,"Action, Comedy",1993,tt0108593,6.6,3707
Happy Flight,movie,Comedy,2008,tt1156447,6.5,1098
Election,movie,"Crime, Drama, Thriller",2005,tt0434008,7.1,11881
The Hangover,movie,Comedy,2009,tt1119646,7.7,889626
Head in the Clouds,movie,"Drama, Romance, War",2004,tt0338097,6.5,16133
Clash of the Titans,movie,"Action, Adventure, Fantasy",2010,tt0800320,5.8,299552
Crime Story,movie,"Action, Crime, Drama",1993,tt0108656,6.7,7929
Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,movie,"Action, Adventure, Animation",2006,tt1071815,6.3,5212
Ghost in the Shell: Stand Alone Complex - Solid State Society,movie,"Action, Adventure, Animation",2006,tt0856797,7.8,7743
3 Ninjas Kick Back,movie,"Action, Comedy, Family",1994,tt0109015,4.6,10349
Vi hade i alla fall tur med vädret igen!,movie,Comedy,2008,tt1307466,4,1144
Stander,movie,"Action, Biography, Crime",2003,tt0326208,7,9473
Coco,movie,"Comedy, Drama",2009,tt1262877,3.5,1717
The Lion in Winter,movie,"Biography, Drama, History",1968,tt0063227,7.8,35608
Bhool Bhulaiyaa,movie,"Comedy, Horror, Mystery",2007,tt0995031,7.5,36215
A Love Story,movie,"Drama, Romance",2007,tt0990433,6.5,187
Sordid Lives,movie,"Comedy, Romance",2000,tt0204640,6.7,3772
A Little Princess,movie,"Drama, Family, Fantasy",1995,tt0113670,7.6,38052
Zift,movie,"Crime, Drama, Mystery",2008,tt1264914,7.2,5628
Anja & Viktor - In Sickness and in Health,movie,"Comedy, Romance",2008,tt1266539,4.5,605
Snowroller - Sällskapsresan II,movie,Comedy,1985,tt0090115,6.6,7631
On the Buses,movie,Comedy,1971,tt0067528,6,2285
Holiday on the Buses,movie,Comedy,1973,tt0071613,5.8,2168
Carry on Cabby,movie,"Adventure, Comedy, Romance",1963,tt0056912,6.4,3191
Dhoondte Reh Jaoge,movie,"Comedy, Drama",2009,tt1391544,5.6,959
Hush Little Baby,movie,Drama,2009,tt1337060,6.2,646
Loving Annabelle,movie,"Drama, Romance",2006,tt0323120,6.2,13961
Son of the Bride,movie,"Comedy, Drama",2001,tt0292542,7.8,17098
My Dear Enemy,movie,"Adventure, Comedy, Drama",2008,tt1330205,7,954
The Scam,movie,"Action, Crime, Drama",2009,tt1535490,6.2,398
One Piece: The Movie,movie,"Action, Adventure, Animation",2000,tt0814243,6.9,9237
Cloaca,movie,"Comedy, Drama",2003,tt0375662,7.4,1963
"My Boss, My Teacher",movie,"Action, Comedy",2006,tt0757353,5.6,642
Connected,movie,"Action, Adventure, Crime",2008,tt1156506,6.6,2661
City of Damnation,movie,"Action, Comedy",2009,tt1880412,6.1,134
Bluffmaster,movie,"Comedy, Crime, Drama",2005,tt0476527,6.6,6894
Fashion,movie,"Drama, Romance",2008,tt0964516,6.9,13484
Friend,movie,"Action, Crime, Drama",2001,tt0281718,7.2,5477
Chup Chup Ke,movie,"Comedy, Drama, Romance",2006,tt0464160,7,14488
Silmido,movie,"Action, Drama",2003,tt0387596,7,4863
Race,movie,"Action, Crime, Drama",2008,tt1017456,6.7,16728
Yamato,movie,"Drama, History, War",2005,tt0451845,6.4,2513
Lagaan: Once Upon a Time in India,movie,"Drama, Musical, Sport",2001,tt0169102,8.1,124611
Rock On!!,movie,"Drama, Music",2008,tt1230165,7.7,23180
A Wednesday,movie,"Action, Crime, Drama",2008,tt1280558,8.1,84264
Zelary,movie,"Drama, Romance, War",2003,tt0288330,7.5,3830
The Ringer,movie,"Comedy, Crime, Drama",1952,tt0045092,6.3,367
Dachimawa Lee,movie,"Action, Adventure, Comedy",2008,tt1243930,5.2,487
Couples Retreat,movie,Comedy,2009,tt1078940,5.5,118655
The Stepfather,movie,"Mystery, Thriller",2009,tt0814335,5.6,41304
Zombieland,movie,"Action, Comedy, Horror",2009,tt1156398,7.5,646648
The Final Destination,movie,"Horror, Thriller",2009,tt1144884,5.1,129092
Tonight I'll Sleep at Yours,movie,"Comedy, Romance",2007,tt1024896,5.1,804
Cape No. 7,movie,"Comedy, Drama, Music",2008,tt1267160,7,4562
I Do: How to Get Married and Stay Single,movie,"Comedy, Romance",2006,tt0478724,6.7,6761
Comedian,movie,"Comedy, Documentary",2002,tt0328962,6.9,7390
KM 31: Kilometre 31,movie,"Horror, Mystery, Thriller",2006,tt0460485,5.3,3690
Delhi-6,movie,Drama,2009,tt1043451,6.2,8746
Royal Space Force: The Wings of Honneamise,movie,"Animation, Drama, Sci-Fi",1987,tt0093207,7.2,6003
Shinjuku Incident,movie,"Action, Crime, Drama",2009,tt1075419,6.9,14112
Adela Has Not Had Supper Yet,movie,"Comedy, Crime, Fantasy",1978,tt0075633,7.4,2161
Life Is a Miracle,movie,"Comedy, Drama, Music",2004,tt0322420,7.5,13676
Kaal,movie,"Adventure, Horror, Mystery",2005,tt0415908,4.7,6292
Snuf de hond in oorlogstijd,movie,"Adventure, Drama, Family",2008,tt1252338,5.8,410
Are You Being Served?,movie,"Action, Adventure, Comedy",1977,tt0075696,6.1,3139
Bad Boys,movie,"Action, Biography, Crime",2003,tt0323551,6.2,5506
The Manxman,movie,"Drama, Romance",1929,tt0020142,6.2,3472
Bad Girls,movie,Comedy,2007,tt0806940,5.3,2318
Night of the Wolf,movie,"Action, Drama, Thriller",2008,tt1118649,5.6,639
The Brothers,movie,"Comedy, Drama, Romance",2001,tt0250274,6.3,5233
Death Note: L Change the World,movie,"Crime, Drama, Mystery",2008,tt0912597,6,9049
Secret,movie,"Drama, Music, Romance",2007,tt1037850,7.5,9636
Despicable Me,movie,"Adventure, Animation, Comedy",2010,tt1323594,7.6,611397
Cemetery Without Crosses,movie,"Drama, Western",1969,tt0063740,6.7,2603
3 Idiots,movie,"Comedy, Drama",2009,tt1187043,8.4,460339
Headhunter,movie,Thriller,2009,tt1322315,6.6,2415
Life in a Metro,movie,"Comedy, Drama, Musical",2007,tt0800956,7.4,13590
The Book of Eli,movie,"Action, Adventure, Drama",2010,tt1037705,6.8,351954
Agyaat,movie,"Adventure, Drama, Horror",2009,tt1415252,3,754
Jonah Hex,movie,"Action, Drama, Fantasy",2010,tt1075747,4.7,63341
Cradle of Fear,movie,Horror,2001,tt0291833,4.2,3872
The Last Days,movie,"Documentary, War",1998,tt0174852,7.9,6247
The City of Violence,movie,"Action, Crime, Thriller",2006,tt0821470,6.6,4890
"Amanece, que no es poco",movie,"Comedy, Fantasy",1989,tt0094641,7.4,4450
Robin Hood,movie,"Action, Adventure, Drama",2010,tt0955308,6.6,290957
Detective Conan: Captured in Her Eyes,movie,"Adventure, Animation, Crime",2000,tt1068773,7.5,3474
Kaminey,movie,"Action, Crime, Drama",2009,tt1274295,7.4,18643
Shootout at Lokhandwala,movie,"Action, Crime, Drama",2007,tt0811066,7.1,11235
The Substitute,movie,"Action, Crime, Drama",1996,tt0117774,6.1,16894
Angel of Death,movie,"Action, Crime, Thriller",2009,tt1269734,4.9,2483
Yield to the Night,movie,"Crime, Drama",1956,tt0049019,7.1,1674
Jim Gaffigan: King Baby,movie,Comedy,2009,tt1390471,7.7,2812
Hardball,movie,"Comedy, Drama, Sport",2001,tt0180734,6.4,34946
Taxi No. 9 2 11: Nau Do Gyarah,movie,"Comedy, Drama, Thriller",2006,tt0476884,7.3,11031
The Ugly Truth,movie,"Comedy, Romance",2009,tt1142988,6.4,236832
Art of Seduction,movie,"Comedy, Romance",2005,tt0492650,6,1562
Naruto Shippûden: The Movie,movie,"Action, Adventure, Animation",2007,tt0988982,6.7,5300
Gurren Lagann the Movie: Childhood's End,movie,"Action, Animation, Comedy",2008,tt1288461,7.6,2071
The Swimsuit Issue,movie,"Comedy, Drama",2008,tt1209367,5.8,1494
Babas bilar,movie,"Action, Comedy",2006,tt0473609,4.7,898
Kenny Begins,movie,"Action, Comedy, Sci-Fi",2009,tt1278180,5.7,2038
Balto,movie,"Adventure, Animation, Drama",1995,tt0112453,7.1,50185
Executive Protection,movie,"Action, Crime, Thriller",2001,tt0220623,6.3,4905
The Third Wave,movie,"Action, Crime, Thriller",2003,tt0313724,6.3,4243
The Method,movie,"Drama, Thriller",2005,tt0427582,7.1,12574
Big Eden,movie,"Comedy, Drama, Romance",2000,tt0212815,7.3,5215
Ocean Waves,movie,"Animation, Drama, Romance",1993,tt0108432,6.6,22121
Girls Will Be Girls,movie,"Comedy, Romance",2003,tt0339071,6.9,1703
"Ready, Steady, Charlie!",movie,"Comedy, Romance",2003,tt0353161,5.2,1230
Zero Tolerance,movie,"Action, Crime, Thriller",1999,tt0198837,6.5,4395
Lakshya,movie,"Action, Drama, Romance",2004,tt0323013,7.8,26850
Intimate Strangers,movie,"Drama, Romance, Thriller",2004,tt0363532,6.9,5365
Orphan,movie,"Horror, Mystery, Thriller",2009,tt1148204,7,267812
Dil Se..,movie,"Drama, Romance",1998,tt0164538,7.5,32513
Carry on Constable,movie,"Comedy, Crime",1960,tt0053699,6.2,2985
Lovers & Leavers,movie,"Drama, Romance",2002,tt0307076,5.6,1848
Someone Like Hodder,movie,"Family, Fantasy",2003,tt0338453,6,411
The Crumbs: A Very Crumby Christmas,movie,"Adventure, Comedy, Family",2006,tt0810927,4.3,253
Wake Up Sid,movie,"Comedy, Drama, Romance",2009,tt1324059,7.6,35938
Detective Conan: The Time Bombed Skyscraper,movie,"Adventure, Animation, Crime",1997,tt0131479,7.4,4206
French Fried Vacation 3: Friends Forever,movie,Comedy,2006,tt0445800,4,3760
Everybody Has Secrets,movie,"Comedy, Romance",2004,tt0416080,6,663
Detective Conan: The Fourteenth Target,movie,"Adventure, Animation, Crime",1998,tt0965649,7.3,3484
Roja,movie,"Drama, Romance, Thriller",1992,tt0105271,8.1,14287
Noroi,movie,"Horror, Mystery, Thriller",2005,tt0930083,6.8,17320
Barking Dogs Never Bite,movie,"Comedy, Drama",2000,tt0269743,6.9,11411
A Prophet,movie,"Crime, Drama",2009,tt1235166,7.8,105139
Kisaan,movie,"Action, Crime, Drama",2009,tt1372266,5.5,348
The Fallen Idol,movie,"Drama, Film-Noir, Mystery",1948,tt0040338,7.6,10310
Sex Is Zero 2,movie,"Comedy, Drama, Romance",2007,tt1556214,6,1604
Peter Bell II: The Hunt for the Czar Crown,movie,Family,2003,tt0357959,5.8,1675
Dorm,movie,"Drama, Horror, Mystery",2006,tt0495824,6.8,2317
L'entente cordiale,movie,"Action, Adventure, Comedy",2006,tt0450615,4.4,630
Cash Truck,movie,"Action, Crime, Drama",2004,tt0347330,6.5,4604
Body,movie,"Drama, Horror, Mystery",2007,tt1160315,6.3,1250
Neon Genesis Evangelion: Death & Rebirth,movie,"Action, Animation, Drama",1997,tt0169880,7.2,16382
A Chinese Odyssey: Part 2 - Cinderella,movie,"Action, Adventure, Comedy",1995,tt0114996,7.8,9093
Once in a Lifetime,movie,"Comedy, Drama, Music",2000,tt0265232,5.3,2502
Tank,movie,"Action, Comedy, Drama",1984,tt0088224,5.8,5170
Booty Call,movie,"Comedy, Romance",1997,tt0118750,5.5,9884
Aagey Se Right,movie,"Comedy, Crime, Drama",2009,tt1479667,5.2,438
Against All Odds,movie,"Action, Adventure, Crime",1984,tt0086859,5.9,14622
Blood and Bone,movie,"Action, Crime, Drama",2009,tt0346631,6.7,37059
The Return of the Jonsson League,movie,Comedy,1986,tt0091314,6.2,4144
"All's Well, Ends Well 2009",movie,Comedy,2009,tt1305854,4.9,533
Baby Geniuses,movie,"Comedy, Crime, Family",1999,tt0118665,2.6,28101
Saturn in Opposition,movie,"Drama, Romance",2007,tt0890885,6.7,5146
The Professionals,movie,"Action, Adventure, Drama",1966,tt0060862,7.3,19850
Who Pulled the Plug?,movie,Comedy,1981,tt0082490,5.8,4670
Göta kanal 2 - Kanalkampen,movie,Comedy,2006,tt0756654,3.4,2713
The 3 Wise Men,movie,"Animation, Family",2003,tt0400771,5.4,500
Thirst,movie,"Drama, Fantasy, Horror",2009,tt0762073,7.1,53202
My Bestfriend's Girlfriend,movie,"Comedy, Drama, Romance",2008,tt1143156,6.1,264
Tom and Jerry: The Movie,movie,"Adventure, Animation, Comedy",1992,tt0105616,5.4,12743
The Swan Princess,movie,"Adventure, Animation, Comedy",1994,tt0111333,6.4,28227
Gangster's Paradise: Jerusalema,movie,"Action, Crime, Drama",2008,tt0783532,7.3,11043
Gifted Hands: The Ben Carson Story,movie,"Biography, Drama",2009,tt1295085,7.4,18895
Beat the Devil,movie,"Action, Adventure, Comedy",1953,tt0046414,6.4,10927
Whiteout,movie,"Action, Crime, Mystery",2009,tt0365929,5.5,41819
Cloudy with a Chance of Meatballs,movie,"Adventure, Animation, Comedy",2009,tt0844471,6.9,272971
Law Abiding Citizen,movie,"Action, Crime, Drama",2009,tt1197624,7.4,334650
Saw VI,movie,"Horror, Mystery, Thriller",2009,tt1233227,6,131233
Crossed Swords,movie,"Adventure, Comedy, Drama",1977,tt0077381,6.3,2291
The Boondock Saints II: All Saints Day,movie,"Action, Crime, Thriller",2009,tt1300851,6.2,68001
The Fourth Kind,movie,"Horror, Mystery, Sci-Fi",2009,tt1220198,5.9,84388
Ninja Assassin,movie,"Action, Thriller",2009,tt1186367,6.3,77886
The Blind Side,movie,"Biography, Drama, Sport",2009,tt0878804,7.6,375271
Legion,movie,"Action, Fantasy, Horror",2010,tt1038686,5.3,116482
It's Complicated,movie,"Comedy, Drama, Romance",2009,tt1230414,6.5,100989
Takers,movie,"Action, Crime, Drama",2010,tt1135084,6.2,67365
The Cabin in the Woods,movie,"Horror, Mystery, Thriller",2011,tt1259521,7,473452
Dear John,movie,"Drama, Romance, War",2010,tt0989757,6.3,161161
Green Zone,movie,"Action, Drama, Thriller",2010,tt0947810,6.8,145408
Richard Pryor: Live in Concert,movie,"Comedy, Documentary",1979,tt0079807,8,6015
Chinaman,movie,"Comedy, Drama, Romance",2005,tt0414195,7,2115
Season of the Witch,movie,"Action, Adventure, Fantasy",2011,tt0479997,5.4,100701
Bollywood Hero,movie,Drama,2009,tt1373098,5.8,145
The Invention of Lying,movie,"Comedy, Fantasy, Romance",2009,tt1058017,6.4,153995
Cold Lunch,movie,Drama,2008,tt1105734,5.2,1067
The Town,movie,"Crime, Drama, Thriller",2010,tt0840361,7.5,432168
The Spy Next Door,movie,"Action, Comedy, Family",2010,tt1273678,5.5,48483
Kærlighed ved første hik,movie,Comedy,1999,tt0164711,6.1,3030
Anja & Viktor,movie,"Comedy, Romance",2001,tt0283885,5.2,1550
Anja After Victor,movie,"Comedy, Family, Romance",2003,tt0339988,4.4,981
Alvin and the Chipmunks: The Squeakquel,movie,"Adventure, Comedy, Family",2009,tt1231580,4.6,57799
A Nightmare on Elm Street,movie,"Crime, Drama, Horror",2010,tt1179056,5.2,111487
One Piece: Clockwork Island Adventure,movie,"Adventure, Animation, Comedy",2001,tt0832449,6.6,3496
Gurren Lagann the Movie: The Lights in the Sky are Stars,movie,"Action, Animation, Drama",2009,tt1422651,8,1483
A Dirty Carnival,movie,"Action, Crime, Drama",2006,tt0821442,7.3,9510
Guns & Talks,movie,"Action, Comedy, Drama",2001,tt0295368,6.8,1930
Jönssonligan & den svarta diamanten,movie,"Comedy, Crime",1992,tt0104581,5.5,3264
Paranormal Activity,movie,"Horror, Mystery",2007,tt1179904,6.3,265284
Volcano High,movie,"Action, Comedy, Fantasy",2001,tt0301429,5.9,3656
Went the Day Well?,movie,"Thriller, War",1942,tt0035429,7.5,4616
The Twilight Saga: Eclipse,movie,"Action, Adventure, Drama",2010,tt1325004,5.1,271575
Open City,movie,"Action, Crime",2008,tt1232106,6.2,877
The Simple-Minded Murderer,movie,Drama,1982,tt0083888,7.5,3906
Amazones,movie,"Action, Comedy, Crime",2004,tt0390833,5.6,766
12:08 East of Bucharest,movie,"Comedy, Drama",2006,tt0809407,7.3,8358
Private Fears in Public Places,movie,"Drama, Romance",2006,tt0498120,6.9,4211
"Dearest Relatives, Poisonous Relations",movie,Comedy,1992,tt0105097,7.3,2701
Devil Girl from Mars,movie,"Horror, Sci-Fi",1954,tt0046907,5,2355
Phileine Says Sorry,movie,"Comedy, Drama, Romance",2003,tt0314502,6,3365
Den man älskar,movie,Drama,2007,tt0845986,6.3,637
The Time Traveler's Wife,movie,"Drama, Fantasy, Romance",2009,tt0452694,7.1,162411
Ajami,movie,"Crime, Drama",2009,tt1077262,7.2,6684
Did You Hear About the Morgans?,movie,"Comedy, Drama, Romance",2009,tt1314228,4.9,43711
Just One of the Guys,movie,"Comedy, Romance",1985,tt0089393,6.5,19189
Me and Mrs. Khanna,movie,"Comedy, Drama, Romance",2009,tt1174041,3.4,3483
Kurbaan,movie,"Action, Crime, Drama",2009,tt1185442,5.7,5658
Den ofrivillige golfaren,movie,"Comedy, Sport",1991,tt0102579,5.7,5198
The Health Journey,movie,Comedy,1999,tt0166653,4.3,3939
The Consequences of Love,movie,"Crime, Drama, Romance",2004,tt0398883,7.5,19766
White Wedding,movie,"Comedy, Romance",2009,tt1213929,6.1,658
Dragon Ball Z: Cooler's Revenge,movie,"Action, Animation, Sci-Fi",1991,tt1125254,7,8987
Julie & Julia,movie,"Biography, Drama, Romance",2009,tt1135503,7,132651
Bloody Mallory,movie,"Action, Comedy, Horror",2002,tt0299556,4.4,1341
Damage,movie,"Action, Drama",2009,tt1314177,5.7,7859
What's Your Raashee?,movie,"Comedy, Drama, Romance",2009,tt1242530,4.8,2915
Rhubarb,movie,"Comedy, Short",1970,tt0420127,5.7,123
Eagles Over London,movie,"Action, Drama, War",1969,tt0064571,5.6,848
Still Walking,movie,Drama,2008,tt1087578,7.9,19880
The Four Seasons,movie,"Comedy, Drama",1981,tt0082405,6.8,6990
20th Century Boys 2: The Last Hope,movie,"Drama, Fantasy",2009,tt1181920,6.3,2043
The Mirror Has Two Faces,movie,"Comedy, Drama, Romance",1996,tt0117057,6.6,24331
Leap Year,movie,"Comedy, Romance",2010,tt1216492,6.4,113828
Fear Is the Key,movie,"Action, Crime, Drama",1972,tt0068576,6.3,2470
One Piece: Episode of Alabasta - The Desert Princess and the Pirates,movie,"Action, Adventure, Animation",2007,tt1037116,6.8,2477
P.S.,movie,"Comedy, Drama, Fantasy",2004,tt0380609,6.1,6691
The Secret in Their Eyes,movie,"Drama, Mystery, Romance",2009,tt1305806,8.2,233358
