title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
Dear Paris,movie,Comedy,2024,tt29198659,5.60,343.00
The Last Letter from Your Lover,movie,Drama,2021,tt1893273,6.70,24153.00
The Last Letter from Your Lover,movie, Romance,2021,tt1893273,6.70,24153.00
The Hunt,movie,Drama,2012,tt2106476,8.30,389363.00
Let Go,movie,Drama,2024,tt27410895,7.00,6603.00
Marriage Story,movie,Drama,2019,tt7653254,7.90,361312.00
Marriage Story,movie, Romance,2019,tt7653254,7.90,361312.00
Vijay 69,movie,Comedy,2024,tt27671792,6.10,1198.00
Vijay 69,movie, Drama,2024,tt27671792,6.10,1198.00
Vijay 69,movie, Sport,2024,tt27671792,6.10,1198.00
Puzzle,movie,Drama,2018,tt6933454,6.70,8902.00
Puzzle,movie, Mystery,2018,tt6933454,6.70,8902.00
Puzzle,movie, Romance,2018,tt6933454,6.70,8902.00
The Dead Don't Die,movie,Comedy,2019,tt8695030,5.40,97480.00
The Dead Don't Die,movie, Fantasy,2019,tt8695030,5.40,97480.00
The Dead Don't Die,movie, Horror,2019,tt8695030,5.40,97480.00
Girl Haunts Boy,movie,Fantasy,2024,tt29892095,6.30,3266.00
Girl Haunts Boy,movie, Romance,2024,tt29892095,6.30,3266.00
The Sperm,movie,Comedy,2007,tt0969694,5.90,125.00
The Sperm,movie, Sci-Fi,2007,tt0969694,5.90,125.00
The Return,movie,Documentary,2016,tt5967956,7.60,11.00
Andhaghaaram,movie,Horror,2020,tt9110340,7.50,4244.00
Andhaghaaram,movie, Mystery,2020,tt9110340,7.50,4244.00
Andhaghaaram,movie, Thriller,2020,tt9110340,7.50,4244.00
Hellboy: The Crooked Man,movie,Action,2024,tt26757462,4.50,14215.00
Hellboy: The Crooked Man,movie, Horror,2024,tt26757462,4.50,14215.00
Hellboy: The Crooked Man,movie, Mystery,2024,tt26757462,4.50,14215.00
Marry My Dead Body,movie,Action,2022,tt22742964,7.00,6940.00
Marry My Dead Body,movie, Comedy,2022,tt22742964,7.00,6940.00
Marry My Dead Body,movie, Crime,2022,tt22742964,7.00,6940.00
Unfrosted,movie,Biography,2024,tt14914430,5.50,34993.00
Unfrosted,movie, Comedy,2024,tt14914430,5.50,34993.00
Unfrosted,movie, History,2024,tt14914430,5.50,34993.00
Danur,movie,Horror,2017,tt6496236,5.30,1156.00
Danur,movie, Mystery,2017,tt6496236,5.30,1156.00
Danur,movie, Thriller,2017,tt6496236,5.30,1156.00
Danur 2: Maddah,movie,Horror,2018,tt7981182,5.30,700.00
Abigail,movie,Horror,2024,tt27489557,6.50,99169.00
Abigail,movie, Thriller,2024,tt27489557,6.50,99169.00
Mystic Singer,movie,Horror,2024,tt30782539,4.90,246.00
Lady Bird,movie,Comedy,2017,tt4925292,7.40,352084.00
Lady Bird,movie, Drama,2017,tt4925292,7.40,352084.00
Gossip,movie,Comedy,2000,tt0238251,4.70,864.00
Gossip,movie, Drama,2000,tt0238251,4.70,864.00
Blockers,movie,Comedy,2018,tt2531344,6.20,89764.00
Blockers,movie, Drama,2018,tt2531344,6.20,89764.00
Little Women,movie,Drama,2019,tt3281548,7.80,268157.00
Little Women,movie, Romance,2019,tt3281548,7.80,268157.00
Knight of Cups,movie,Drama,2015,tt2101383,5.60,30763.00
Knight of Cups,movie, Fantasy,2015,tt2101383,5.60,30763.00
Knight of Cups,movie, Romance,2015,tt2101383,5.60,30763.00
The Pez Outlaw,movie,Comedy,2022,tt17660740,6.90,3086.00
The Pez Outlaw,movie, Documentary,2022,tt17660740,6.90,3086.00
The Pez Outlaw,movie, Family,2022,tt17660740,6.90,3086.00
The Open House,movie,Horror,2018,tt7608028,3.30,38472.00
The Open House,movie, Thriller,2018,tt7608028,3.30,38472.00
Road to Ninja - Naruto the Movie,movie,Action,2012,tt2290828,7.60,8928.00
Road to Ninja - Naruto the Movie,movie, Adventure,2012,tt2290828,7.60,8928.00
Road to Ninja - Naruto the Movie,movie, Animation,2012,tt2290828,7.60,8928.00
Caught Out: Crime. Corruption. Cricket,movie,Documentary,2023,tt27055390,5.90,483.00
Caught Out: Crime. Corruption. Cricket,movie, Sport,2023,tt27055390,5.90,483.00
The Bikeriders,movie,Crime,2023,tt21454134,6.60,69051.00
The Bikeriders,movie, Drama,2023,tt21454134,6.60,69051.00
Harry: The Interview,movie,Documentary,2023,tt25795782,5.30,309.00
Harry: The Interview,movie, News,2023,tt25795782,5.30,309.00
The Bad Guys: A Very Bad Holiday,movie,Action,2023,tt28863512,5.20,2349.00
The Bad Guys: A Very Bad Holiday,movie, Adventure,2023,tt28863512,5.20,2349.00
The Bad Guys: A Very Bad Holiday,movie, Animation,2023,tt28863512,5.20,2349.00
Candidatul perfect,movie,Comedy,2024,tt33056959,6.10,1053.00
Home Sweet Loan,movie,Drama,2024,tt33183823,8.10,1012.00
Home Sweet Loan,movie, Family,2024,tt33183823,8.10,1012.00
Pacific Rim,movie,Action,2013,tt1663662,6.90,546045.00
Pacific Rim,movie, Adventure,2013,tt1663662,6.90,546045.00
Pacific Rim,movie, Sci-Fi,2013,tt1663662,6.90,546045.00
Gekijôban Shirubania Famirî: Furea kara no okurimono,movie,Animation,2023,tt29710588,5.60,86.00
Gekijôban Shirubania Famirî: Furea kara no okurimono,movie, Family,2023,tt29710588,5.60,86.00
Professor Marston & the Wonder Women,movie,Biography,2017,tt6133130,7.00,29650.00
Professor Marston & the Wonder Women,movie, Drama,2017,tt6133130,7.00,29650.00
Professor Marston & the Wonder Women,movie, History,2017,tt6133130,7.00,29650.00
Speak No Evil,movie,Drama,2022,tt14253846,6.60,58312.00
Speak No Evil,movie, Horror,2022,tt14253846,6.60,58312.00
Speak No Evil,movie, Mystery,2022,tt14253846,6.60,58312.00
Nymphomaniac: Vol. II,movie,Drama,2013,tt2382009,6.60,101159.00
Captain Underpants: The First Epic Movie,movie,Action,2017,tt2091256,6.20,34770.00
Captain Underpants: The First Epic Movie,movie, Adventure,2017,tt2091256,6.20,34770.00
Captain Underpants: The First Epic Movie,movie, Animation,2017,tt2091256,6.20,34770.00
The Spooky Tale of Captain Underpants Hack-a-Ween,movie,Action,2019,tt10945060,5.80,352.00
The Spooky Tale of Captain Underpants Hack-a-Ween,movie, Adventure,2019,tt10945060,5.80,352.00
The Spooky Tale of Captain Underpants Hack-a-Ween,movie, Animation,2019,tt10945060,5.80,352.00
The Sea Beast,movie,Action,2022,tt9288046,7.00,62326.00
The Sea Beast,movie, Adventure,2022,tt9288046,7.00,62326.00
The Sea Beast,movie, Animation,2022,tt9288046,7.00,62326.00
I'm Still Here,movie,Biography,2024,tt14961016,8.20,111104.00
I'm Still Here,movie, Drama,2024,tt14961016,8.20,111104.00
I'm Still Here,movie, History,2024,tt14961016,8.20,111104.00
Tenet,movie,Action,2020,tt6723592,7.30,631857.00
Tenet,movie, Sci-Fi,2020,tt6723592,7.30,631857.00
Tenet,movie, Thriller,2020,tt6723592,7.30,631857.00
Wind River,movie,Crime,2017,tt5362988,7.70,297409.00
Wind River,movie, Drama,2017,tt5362988,7.70,297409.00
Wind River,movie, Mystery,2017,tt5362988,7.70,297409.00
Captain Underpants: Epic Choice-o-Rama,movie,Action,2020,tt11604750,5.80,205.00
Captain Underpants: Epic Choice-o-Rama,movie, Adventure,2020,tt11604750,5.80,205.00
Captain Underpants: Epic Choice-o-Rama,movie, Animation,2020,tt11604750,5.80,205.00
Mia and the White Lion,movie,Adventure,2018,tt4844148,6.50,6803.00
Mia and the White Lion,movie, Drama,2018,tt4844148,6.50,6803.00
Mia and the White Lion,movie, Family,2018,tt4844148,6.50,6803.00
Moro,movie,Drama,2023,tt28803602,3.30,71.00
Captain Underpants: Mega Blissmas,movie,Animation,2020,tt13411948,5.20,290.00
Captain Underpants: Mega Blissmas,movie, Comedy,2020,tt13411948,5.20,290.00
Captain Underpants: Mega Blissmas,movie, Family,2020,tt13411948,5.20,290.00
Shin Jigen! Crayon Shin-chan the Movie,movie,Action,2023,tt26862791,6.60,742.00
Shin Jigen! Crayon Shin-chan the Movie,movie, Adventure,2023,tt26862791,6.60,742.00
Shin Jigen! Crayon Shin-chan the Movie,movie, Animation,2023,tt26862791,6.60,742.00
The Bad Guys: Haunted Heist,movie,Action,2024,tt33130902,5.50,1527.00
The Bad Guys: Haunted Heist,movie, Adventure,2024,tt33130902,5.50,1527.00
The Bad Guys: Haunted Heist,movie, Animation,2024,tt33130902,5.50,1527.00
Trap,movie,Crime,2024,tt26753003,5.80,143458.00
Trap,movie, Horror,2024,tt26753003,5.80,143458.00
Trap,movie, Mystery,2024,tt26753003,5.80,143458.00
Jigra,movie,Action,2024,tt26733317,6.00,23784.00
Jigra,movie, Crime,2024,tt26733317,6.00,23784.00
Jigra,movie, Drama,2024,tt26733317,6.00,23784.00
The Last Stop in Yuma County,movie,Crime,2023,tt11674730,6.90,20125.00
The Last Stop in Yuma County,movie, Drama,2023,tt11674730,6.90,20125.00
The Last Stop in Yuma County,movie, Thriller,2023,tt11674730,6.90,20125.00
You Will Die in 6 Hours,movie,Mystery,2024,tt33478321,5.00,314.00
You Will Die in 6 Hours,movie, Thriller,2024,tt33478321,5.00,314.00
Back to Black,movie,Biography,2024,tt21261712,6.30,27182.00
Back to Black,movie, Drama,2024,tt21261712,6.30,27182.00
Back to Black,movie, Music,2024,tt21261712,6.30,27182.00
Little Italy,movie,Comedy,2018,tt6957966,5.70,19185.00
Little Italy,movie, Romance,2018,tt6957966,5.70,19185.00
The Holdovers,movie,Comedy,2023,tt14849194,7.90,200779.00
The Holdovers,movie, Drama,2023,tt14849194,7.90,200779.00
Uncut Gems,movie,Crime,2019,tt5727208,7.40,335742.00
Uncut Gems,movie, Drama,2019,tt5727208,7.40,335742.00
Uncut Gems,movie, Thriller,2019,tt5727208,7.40,335742.00
The Big Short,movie,Biography,2015,tt1596363,7.80,512912.00
The Big Short,movie, Comedy,2015,tt1596363,7.80,512912.00
The Big Short,movie, Drama,2015,tt1596363,7.80,512912.00
Bájecná léta pod psa,movie,Comedy,1997,tt0118675,7.10,779.00
Bangkok Breaking: Heaven and Hell,movie,Action,2024,tt31158592,5.80,692.00
Bangkok Breaking: Heaven and Hell,movie, Crime,2024,tt31158592,5.80,692.00
Bangkok Breaking: Heaven and Hell,movie, Drama,2024,tt31158592,5.80,692.00
iHostage,movie,Crime,2025,tt31181421,5.70,9958.00
iHostage,movie, Drama,2025,tt31181421,5.70,9958.00
iHostage,movie, Thriller,2025,tt31181421,5.70,9958.00
Despicable Me 4,movie,Adventure,2024,tt7510222,6.20,67464.00
Despicable Me 4,movie, Animation,2024,tt7510222,6.20,67464.00
Despicable Me 4,movie, Comedy,2024,tt7510222,6.20,67464.00
Will & Harper,movie,Documentary,2024,tt30321133,7.40,12390.00
Past Lives,movie,Drama,2023,tt13238346,7.80,153297.00
Past Lives,movie, Romance,2023,tt13238346,7.80,153297.00
About My Father,movie,Comedy,2023,tt8373206,5.80,16076.00
Captain Fantastic,movie,Comedy,2016,tt3553976,7.80,244267.00
Captain Fantastic,movie, Drama,2016,tt3553976,7.80,244267.00
Incantation,movie,Horror,2022,tt18968540,6.20,25605.00
Incantation,movie, Mystery,2022,tt18968540,6.20,25605.00
Godzilla Minus One,movie,Action,2023,tt23289160,7.70,171959.00
Godzilla Minus One,movie, Adventure,2023,tt23289160,7.70,171959.00
Godzilla Minus One,movie, Drama,2023,tt23289160,7.70,171959.00
Ravenous,movie,Action,2017,tt6243140,5.80,10658.00
Ravenous,movie, Adventure,2017,tt6243140,5.80,10658.00
Ravenous,movie, Drama,2017,tt6243140,5.80,10658.00
Amour,movie,Drama,2012,tt1602620,7.90,108396.00
Tamango,movie,Adventure,1958,tt0051049,6.50,460.00
Tamango,movie, Drama,1958,tt0051049,6.50,460.00
Tamango,movie, History,1958,tt0051049,6.50,460.00
The Buckingham Murders,movie,Crime,2023,tt15245240,5.90,10755.00
The Buckingham Murders,movie, Drama,2023,tt15245240,5.90,10755.00
The Buckingham Murders,movie, Mystery,2023,tt15245240,5.90,10755.00
Wild Dog,movie,Action,2021,tt11503178,6.10,2502.00
Wild Dog,movie, Thriller,2021,tt11503178,6.10,2502.00
Legend,movie,Biography,2015,tt3569230,6.90,214843.00
Legend,movie, Crime,2015,tt3569230,6.90,214843.00
Legend,movie, Drama,2015,tt3569230,6.90,214843.00
Black Adam,movie,Action,2022,tt6443346,6.20,293322.00
Black Adam,movie, Adventure,2022,tt6443346,6.20,293322.00
Black Adam,movie, Fantasy,2022,tt6443346,6.20,293322.00
Goebbels and the Führer,movie,Biography,2024,tt30467885,6.70,2496.00
Goebbels and the Führer,movie, Drama,2024,tt30467885,6.70,2496.00
Goebbels and the Führer,movie, History,2024,tt30467885,6.70,2496.00
Ferry 2,movie,Action,2024,tt30021427,5.60,3892.00
Ferry 2,movie, Crime,2024,tt30021427,5.60,3892.00
Ferry 2,movie, Drama,2024,tt30021427,5.60,3892.00
I Saw the TV Glow,movie,Drama,2024,tt15574270,5.80,37473.00
I Saw the TV Glow,movie, Mystery,2024,tt15574270,5.80,37473.00
My Penguin Friend,movie,Adventure,2024,tt8609660,6.80,5606.00
My Penguin Friend,movie, Drama,2024,tt8609660,6.80,5606.00
My Penguin Friend,movie, Family,2024,tt8609660,6.80,5606.00
Babylon,movie,Comedy,2022,tt10640346,7.10,194348.00
Babylon,movie, Drama,2022,tt10640346,7.10,194348.00
Rebel Ridge,movie,Action,2024,tt11301886,6.80,90169.00
Rebel Ridge,movie, Crime,2024,tt11301886,6.80,90169.00
Rebel Ridge,movie, Drama,2024,tt11301886,6.80,90169.00
Emilia Pérez,movie,Crime,2024,tt20221436,5.40,90250.00
Emilia Pérez,movie, Drama,2024,tt20221436,5.40,90250.00
Emilia Pérez,movie, Musical,2024,tt20221436,5.40,90250.00
The Forge,movie,Drama,2024,tt26731216,6.70,5090.00
The Forge,movie, Family,2024,tt26731216,6.70,5090.00
Thelma,movie,Action,2024,tt23778968,7.00,23737.00
Thelma,movie, Comedy,2024,tt23778968,7.00,23737.00
Trouble,movie,Action,2024,tt30217143,6.20,7030.00
Trouble,movie, Comedy,2024,tt30217143,6.20,7030.00
Trouble,movie, Crime,2024,tt30217143,6.20,7030.00
The Turnaround,movie,Biography,2024,tt33303813,7.20,638.00
The Turnaround,movie, Documentary,2024,tt33303813,7.20,638.00
The Turnaround,movie, Short,2024,tt33303813,7.20,638.00
Tarot,movie,Horror,2024,tt14088510,4.80,32318.00
Bohemian Rhapsody,movie,Biography,2018,tt1727824,7.90,623979.00
Bohemian Rhapsody,movie, Drama,2018,tt1727824,7.90,623979.00
Bohemian Rhapsody,movie, Music,2018,tt1727824,7.90,623979.00
Sully,movie,Biography,2016,tt3263904,7.40,312342.00
Sully,movie, Drama,2016,tt3263904,7.40,312342.00
Anyone But You,movie,Comedy,2023,tt26047818,6.10,147790.00
Anyone But You,movie, Romance,2023,tt26047818,6.10,147790.00
The Menendez Brothers,movie,Documentary,2024,tt33481094,7.00,9553.00
Ghostbusters: Frozen Empire,movie,Adventure,2024,tt21235248,6.10,94817.00
Ghostbusters: Frozen Empire,movie, Comedy,2024,tt21235248,6.10,94817.00
Ghostbusters: Frozen Empire,movie, Fantasy,2024,tt21235248,6.10,94817.00
Saturday Night,movie,Biography,2024,tt27657135,6.90,32241.00
Saturday Night,movie, Comedy,2024,tt27657135,6.90,32241.00
Saturday Night,movie, Drama,2024,tt27657135,6.90,32241.00
Don't. Get. Out!,movie,Action,2018,tt6686700,5.80,2140.00
Don't. Get. Out!,movie, Crime,2018,tt6686700,5.80,2140.00
Don't. Get. Out!,movie, Drama,2018,tt6686700,5.80,2140.00
Need for Speed,movie,Action,2014,tt2369135,6.40,183128.00
Need for Speed,movie, Crime,2014,tt2369135,6.40,183128.00
Need for Speed,movie, Drama,2014,tt2369135,6.40,183128.00
Angel Falls Christmas,movie,Drama,2021,tt15978102,5.00,4438.00
Angel Falls Christmas,movie, Romance,2021,tt15978102,5.00,4438.00
The Golden Glove,movie,Crime,2019,tt7670212,6.70,20446.00
The Golden Glove,movie, Drama,2019,tt7670212,6.70,20446.00
The Golden Glove,movie, Horror,2019,tt7670212,6.70,20446.00
A Castle for Christmas,movie,Adventure,2021,tt13070602,5.60,16456.00
A Castle for Christmas,movie, Comedy,2021,tt13070602,5.60,16456.00
A Castle for Christmas,movie, Drama,2021,tt13070602,5.60,16456.00
Pilot,movie,Comedy,2024,tt32175399,6.20,881.00
In the Tall Grass,movie,Horror,2019,tt4687108,5.50,69649.00
In the Tall Grass,movie, Mystery,2019,tt4687108,5.50,69649.00
In the Tall Grass,movie, Sci-Fi,2019,tt4687108,5.50,69649.00
Resident Evil: Welcome to Raccoon City,movie,Action,2021,tt6920084,5.20,68655.00
Resident Evil: Welcome to Raccoon City,movie, Horror,2021,tt6920084,5.20,68655.00
Resident Evil: Welcome to Raccoon City,movie, Sci-Fi,2021,tt6920084,5.20,68655.00
Scream VI,movie,Horror,2023,tt17663992,6.40,138728.00
Scream VI,movie, Mystery,2023,tt17663992,6.40,138728.00
Scream VI,movie, Thriller,2023,tt17663992,6.40,138728.00
Whiplash,movie,Drama,2014,tt2582802,8.50,1078709.00
Whiplash,movie, Music,2014,tt2582802,8.50,1078709.00
Spider-Man: No Way Home,movie,Action,2021,tt10872600,8.20,955829.00
Spider-Man: No Way Home,movie, Adventure,2021,tt10872600,8.20,955829.00
Spider-Man: No Way Home,movie, Fantasy,2021,tt10872600,8.20,955829.00
365 Days: This Day,movie,Drama,2022,tt12996154,2.70,26578.00
365 Days: This Day,movie, Romance,2022,tt12996154,2.70,26578.00
The Next 365 Days,movie,Drama,2022,tt21106646,2.90,11787.00
The Next 365 Days,movie, Romance,2022,tt21106646,2.90,11787.00
Yintah,movie,Documentary,2024,tt31841789,7.80,287.00
Sing 2,movie,Adventure,2021,tt6467266,7.30,95858.00
Sing 2,movie, Animation,2021,tt6467266,7.30,95858.00
Sing 2,movie, Comedy,2021,tt6467266,7.30,95858.00
Kokuhaku Confession,movie,Crime,2024,tt32467842,5.60,157.00
Kokuhaku Confession,movie, Thriller,2024,tt32467842,5.60,157.00
His Three Daughters,movie,Drama,2023,tt28491891,7.20,18531.00
Olivia Rodrigo: GUTS World Tour,movie,Documentary,2024,tt33562156,7.70,991.00
Olivia Rodrigo: GUTS World Tour,movie, Music,2024,tt33562156,7.70,991.00
Tom Papa: Home Free,movie,Comedy,2024,tt22813018,6.90,497.00
Tom Papa: Home Free,movie, Documentary,2024,tt22813018,6.90,497.00
The Matrix Resurrections,movie,Action,2021,tt10838180,5.60,293810.00
The Matrix Resurrections,movie, Sci-Fi,2021,tt10838180,5.60,293810.00
Christmas Inheritance,movie,Comedy,2017,tt7608534,5.70,14050.00
Christmas Inheritance,movie, Drama,2017,tt7608534,5.70,14050.00
Christmas Inheritance,movie, Romance,2017,tt7608534,5.70,14050.00
Better Days,movie,Crime,2019,tt9586294,7.60,15480.00
Better Days,movie, Drama,2019,tt9586294,7.60,15480.00
Better Days,movie, Romance,2019,tt9586294,7.60,15480.00
Falling for Christmas,movie,Comedy,2022,tt14715170,5.30,32216.00
Falling for Christmas,movie, Romance,2022,tt14715170,5.30,32216.00
One Day,movie,Drama,2011,tt1563738,7.00,175148.00
One Day,movie, Romance,2011,tt1563738,7.00,175148.00
The Shortest Day,movie,Comedy,1963,tt0056018,5.80,354.00
The Shortest Day,movie, War,1963,tt0056018,5.80,354.00
A Second Chance,movie,Drama,2018,tt6042648,8.80,85.00
A Second Chance,movie, Family,2018,tt6042648,8.80,85.00
Midnight,movie,Crime,2021,tt14757872,6.50,9248.00
Midnight,movie, Thriller,2021,tt14757872,6.50,9248.00
Bird Box: Barcelona,movie,Horror,2023,tt14400246,5.30,27214.00
Bird Box: Barcelona,movie, Mystery,2023,tt14400246,5.30,27214.00
Bird Box: Barcelona,movie, Sci-Fi,2023,tt14400246,5.30,27214.00
Our Season,movie,Drama,2023,tt12664652,6.90,272.00
Our Season,movie, Fantasy,2023,tt12664652,6.90,272.00
Happiness Is,movie,Comedy,2024,tt33498765,3.80,304.00
Happiness Is,movie, Drama,2024,tt33498765,3.80,304.00
Happiness Is,movie, Romance,2024,tt33498765,3.80,304.00
A Shaun the Sheep Movie: Farmageddon,movie,Adventure,2019,tt6193408,6.80,16692.00
A Shaun the Sheep Movie: Farmageddon,movie, Animation,2019,tt6193408,6.80,16692.00
A Shaun the Sheep Movie: Farmageddon,movie, Comedy,2019,tt6193408,6.80,16692.00
Shaun the Sheep Movie,movie,Adventure,2015,tt2872750,7.30,45331.00
Shaun the Sheep Movie,movie, Animation,2015,tt2872750,7.30,45331.00
Shaun the Sheep Movie,movie, Comedy,2015,tt2872750,7.30,45331.00
The Killer,movie,Action,2024,tt1121948,5.70,13286.00
The Killer,movie, Thriller,2024,tt1121948,5.70,13286.00
Daddio,movie,Drama,2023,tt7461686,6.60,12103.00
"Daisy, a Hen Into the Wild",movie,Adventure,2011,tt1971466,7.00,1144.00
"Daisy, a Hen Into the Wild",movie, Animation,2011,tt1971466,7.00,1144.00
"Daisy, a Hen Into the Wild",movie, Drama,2011,tt1971466,7.00,1144.00
Twilight of the Warriors: Walled In,movie,Action,2024,tt20316748,7.00,10112.00
Twilight of the Warriors: Walled In,movie, Crime,2024,tt20316748,7.00,10112.00
Twilight of the Warriors: Walled In,movie, Thriller,2024,tt20316748,7.00,10112.00
Migration,movie,Adventure,2023,tt6495056,6.60,40617.00
Migration,movie, Animation,2023,tt6495056,6.60,40617.00
Migration,movie, Comedy,2023,tt6495056,6.60,40617.00
404 Run Run,movie,Comedy,2024,tt32362537,5.70,455.00
404 Run Run,movie, Horror,2024,tt32362537,5.70,455.00
The Retirement Plan,movie,Action,2023,tt14827638,5.10,10007.00
The Retirement Plan,movie, Comedy,2023,tt14827638,5.10,10007.00
The Retirement Plan,movie, Crime,2023,tt14827638,5.10,10007.00
Hell or High Water,movie,Crime,2016,tt2582782,7.60,266181.00
Hell or High Water,movie, Drama,2016,tt2582782,7.60,266181.00
Hell or High Water,movie, Thriller,2016,tt2582782,7.60,266181.00
Lonely Planet,movie,Drama,2024,tt20194882,5.70,11932.00
Lonely Planet,movie, Romance,2024,tt20194882,5.70,11932.00
Extinction,movie,Action,2015,tt3467412,5.80,18960.00
Extinction,movie, Adventure,2015,tt3467412,5.80,18960.00
Extinction,movie, Drama,2015,tt3467412,5.80,18960.00
Ambulance,movie,Action,2022,tt4998632,6.10,108300.00
Ambulance,movie, Crime,2022,tt4998632,6.10,108300.00
Ambulance,movie, Drama,2022,tt4998632,6.10,108300.00
Retreat Vama Veche,movie,Comedy,2024,tt28184207,3.90,954.00
Mothers' Instinct,movie,Drama,2024,tt13397574,6.30,21177.00
Mothers' Instinct,movie, Thriller,2024,tt13397574,6.30,21177.00
Her Body,movie,Biography,2023,tt21997328,5.70,1035.00
Her Body,movie, Drama,2023,tt21997328,5.70,1035.00
Idiot Girls and School Ghost: School Anniversary,movie,Comedy,2024,tt34136712,7.10,61.00
Idiot Girls and School Ghost: School Anniversary,movie, Horror,2024,tt34136712,7.10,61.00
Time Still Turns the Pages,movie,Drama,2023,tt27881474,7.70,1820.00
The Batman,movie,Action,2022,tt1877830,7.80,873556.00
The Batman,movie, Crime,2022,tt1877830,7.80,873556.00
The Batman,movie, Drama,2022,tt1877830,7.80,873556.00
MaXXXine,movie,Crime,2024,tt22048412,6.20,72908.00
MaXXXine,movie, Horror,2024,tt22048412,6.20,72908.00
Creed,movie,Action,2015,tt3076658,7.60,322569.00
Creed,movie, Drama,2015,tt3076658,7.60,322569.00
Creed,movie, Sport,2015,tt3076658,7.60,322569.00
Anatomy of a Fall,movie,Crime,2023,tt17009710,7.60,176167.00
Anatomy of a Fall,movie, Drama,2023,tt17009710,7.60,176167.00
Anatomy of a Fall,movie, Thriller,2023,tt17009710,7.60,176167.00
"As Above, So Below",movie,Horror,2014,tt2870612,6.30,123261.00
"As Above, So Below",movie, Mystery,2014,tt2870612,6.30,123261.00
"As Above, So Below",movie, Thriller,2014,tt2870612,6.30,123261.00
The Inseparables,movie,Adventure,2023,tt20221460,5.80,698.00
The Inseparables,movie, Animation,2023,tt20221460,5.80,698.00
The Inseparables,movie, Family,2023,tt20221460,5.80,698.00
Blue Is the Warmest Colour,movie,Drama,2013,tt2278871,7.70,169020.00
Blue Is the Warmest Colour,movie, Romance,2013,tt2278871,7.70,169020.00
Kartini: Princess of Java,movie,Biography,2017,tt5882416,7.60,722.00
Kartini: Princess of Java,movie, Drama,2017,tt5882416,7.60,722.00
Kartini: Princess of Java,movie, Family,2017,tt5882416,7.60,722.00
Table for Six,movie,Comedy,2022,tt21187542,6.90,1346.00
Table for Six,movie, Drama,2022,tt21187542,6.90,1346.00
Table for Six,movie, Romance,2022,tt21187542,6.90,1346.00
Behind 98,movie,Drama,2015,tt7549874,6.00,121.00
Behind 98,movie, History,2015,tt7549874,6.00,121.00
Behind 98,movie, Thriller,2015,tt7549874,6.00,121.00
"The Pig, the Snake and the Pigeon",movie,Action,2023,tt29319990,7.30,7733.00
"The Pig, the Snake and the Pigeon",movie, Crime,2023,tt29319990,7.30,7733.00
"The Pig, the Snake and the Pigeon",movie, Drama,2023,tt29319990,7.30,7733.00
The Teacher,movie,Drama,2022,tt21983758,6.30,14343.00
The Teacher,movie, Thriller,2022,tt21983758,6.30,14343.00
Take Me Home Tonight,movie,Comedy,2011,tt0810922,6.30,56916.00
Take Me Home Tonight,movie, Drama,2011,tt0810922,6.30,56916.00
Take Me Home Tonight,movie, Romance,2011,tt0810922,6.30,56916.00
Birdeater,movie,Drama,2023,tt20674132,5.20,970.00
Birdeater,movie, Horror,2023,tt20674132,5.20,970.00
Birdeater,movie, Thriller,2023,tt20674132,5.20,970.00
Pokémon: Detective Pikachu,movie,Adventure,2019,tt5884052,6.50,191250.00
Pokémon: Detective Pikachu,movie, Comedy,2019,tt5884052,6.50,191250.00
Pokémon: Detective Pikachu,movie, Family,2019,tt5884052,6.50,191250.00
The Oyster and the Wind,movie,Drama,1997,tt0117264,7.20,504.00
The Oyster and the Wind,movie, Fantasy,1997,tt0117264,7.20,504.00
Hunger,movie,Drama,2023,tt22695402,6.60,20364.00
Hunger,movie, Thriller,2023,tt22695402,6.60,20364.00
The Birth of Kitaro: Mystery of GeGeGe,movie,Action,2023,tt16270512,7.20,547.00
The Birth of Kitaro: Mystery of GeGeGe,movie, Animation,2023,tt16270512,7.20,547.00
The Birth of Kitaro: Mystery of GeGeGe,movie, Comedy,2023,tt16270512,7.20,547.00
Drifting Home,movie,Adventure,2022,tt15494038,6.30,5081.00
Drifting Home,movie, Animation,2022,tt15494038,6.30,5081.00
Drifting Home,movie, Drama,2022,tt15494038,6.30,5081.00
CTRL,movie,Drama,2024,tt12736014,6.20,6260.00
CTRL,movie, Thriller,2024,tt12736014,6.20,6260.00
I.S.S.,movie,Sci-Fi,2023,tt13655120,5.30,12670.00
I.S.S.,movie, Thriller,2023,tt13655120,5.30,12670.00
Amazon Bullseye,movie,Adventure,2024,tt33364791,5.20,216.00
Amazon Bullseye,movie, Comedy,2024,tt33364791,5.20,216.00
It: Chapter Two,movie,Drama,2019,tt7349950,6.50,325376.00
It: Chapter Two,movie, Fantasy,2019,tt7349950,6.50,325376.00
It: Chapter Two,movie, Horror,2019,tt7349950,6.50,325376.00
Unhinged,movie,Action,2020,tt10059518,6.00,83823.00
Unhinged,movie, Thriller,2020,tt10059518,6.00,83823.00
The Platform 2,movie,Horror,2024,tt27729779,4.90,40742.00
The Platform 2,movie, Sci-Fi,2024,tt27729779,4.90,40742.00
The Platform 2,movie, Thriller,2024,tt27729779,4.90,40742.00
"Aku Jati, Aku Asperger",movie,Comedy,2024,tt20118266,7.70,87.00
